query	target	pident	alnlen	mismatch	gapopen	qstart	qend	tstart	tend	evalue	bitscore	query_len	query_class	target_len	target_class	RBP-class-pair	qcov	tcov	cov	modular	is_cterm_sim
LIT_082_KL26KL74_PROTEIN_49	REC_024_KL47_PROTEIN_43	71.341	328	86	2	1	326	1	322	4.8000000000000006e-157	473.0	808	tailspike depolymerase	793	tailspike depolymerase	Same	0.41	0.41	0.41	Cterminal variation	False
LIT_082_KL26KL74_PROTEIN_49	LIT_087_KL82_PROTEIN_44	68.997	329	93	3	1	327	1	322	1.58e-155	469.0	808	tailspike depolymerase	792	tailspike depolymerase	Same	0.41	0.42	0.41	Cterminal variation	False
LIT_082_KL26KL74_PROTEIN_49	REC_022_KL30KL69_PROTEIN_42	76.289	291	69	0	1	291	1	291	1.9e-154	466.0	808	tailspike depolymerase	792	tailspike depolymerase with fiber-like elements	Different	0.36	0.37	0.36	Cterminal variation	False
LIT_082_KL26KL74_PROTEIN_49	REC_025_KL47_PROTEIN_44	70.732	328	88	2	1	326	1	322	3.6e-154	465.0	808	tailspike depolymerase	793	tailspike depolymerase	Same	0.41	0.41	0.41	Cterminal variation	False
LIT_082_KL26KL74_PROTEIN_49	LIT_085_KL56_PROTEIN_47	67.781	329	97	2	1	327	1	322	4.3800000000000004e-154	465.0	808	tailspike depolymerase	792	tailspike depolymerase	Same	0.41	0.42	0.41	Cterminal variation	False
LIT_082_KL26KL74_PROTEIN_49	REC_019_KL21KL3_PROTEIN_43	74.74	289	73	0	1	289	1	289	1.1100000000000001e-144	443.0	808	tailspike depolymerase	869	tailspike depolymerase with fiber-like elements	Different	0.36	0.33	0.33	Cterminal variation	False
LIT_082_KL26KL74_PROTEIN_49	REC_018_KL21_PROTEIN_41	63.897	349	116	3	1	348	1	340	4.709999999999999e-140	429.0	808	tailspike depolymerase	817	tailspike depolymerase	Same	0.43	0.43	0.43	Cterminal variation	False
LIT_082_KL26KL74_PROTEIN_49	LIT_091_KL1KL8_PROTEIN_47	72.727	286	77	1	1	285	1	286	7.97e-137	419.0	808	tailspike depolymerase	749	tailspike depolymerase with fiber-like elements	Different	0.35	0.38	0.35	Cterminal variation	False
LIT_082_KL26KL74_PROTEIN_49	LIT_083_KL36KL43_PROTEIN_41	60.286	350	128	3	1	348	1	341	1.2200000000000001e-133	412.0	808	tailspike depolymerase	818	tailspike depolymerase	Same	0.43	0.43	0.43	Cterminal variation	False
LIT_082_KL26KL74_PROTEIN_49	LIT_089_KL36KL42_PROTEIN_48	52.778	396	158	6	1	379	1	384	3.34e-123	386.0	808	tailspike depolymerase	868	tailspike depolymerase	Same	0.49	0.46	0.46	Cterminal variation	False
LIT_082_KL26KL74_PROTEIN_49	LIT_128_KL10_PROTEIN_49	54.667	300	125	4	5	296	5	301	4.32e-96	315.0	808	tailspike depolymerase	913	tailspike depolymerase	Same	0.37	0.33	0.33	Cterminal variation	False
LIT_082_KL26KL74_PROTEIN_49	REC_008_KL13KL2_PROTEIN_49	23.024	291	186	10	12	280	11	285	5.33e-07	47.8	808	tailspike depolymerase	791	tailspike depolymerase	Same	0.36	0.37	0.36	Cterminal variation	False
LIT_082_KL26KL74_PROTEIN_50	REC_028_KL51_PROTEIN_296	28.44	327	195	13	164	475	232	534	1.33e-20	90.5	595	tailspike depolymerase	648	tailspike depolymerase	Same	0.55	0.5	0.5	Cterminal variation	False
LIT_083_KL36KL43_PROTEIN_41	REC_023_KL47_PROTEIN_42	61.905	357	131	2	1	354	1	355	4.2e-137	421.0	818	tailspike depolymerase	802	tailspike depolymerase	Same	0.44	0.45	0.44	Cterminal variation	False
LIT_083_KL36KL43_PROTEIN_41	LIT_084_KL16_PROTEIN_47	63.277	354	121	6	1	351	1	348	9.87e-135	417.0	818	tailspike depolymerase	875	tailspike depolymerase	Same	0.43	0.4	0.4	Cterminal variation	False
LIT_083_KL36KL43_PROTEIN_41	REC_019_KL21KL3_PROTEIN_43	70.69	290	83	1	1	290	1	288	5.35e-133	412.0	818	tailspike depolymerase	869	tailspike depolymerase with fiber-like elements	Different	0.35	0.33	0.33	Cterminal variation	False
LIT_083_KL36KL43_PROTEIN_41	REC_022_KL30KL69_PROTEIN_42	69.31	290	87	1	1	290	1	288	8.970000000000001e-133	410.0	818	tailspike depolymerase	792	tailspike depolymerase with fiber-like elements	Different	0.35	0.37	0.35	Cterminal variation	False
LIT_083_KL36KL43_PROTEIN_41	REC_024_KL47_PROTEIN_43	68.581	296	91	1	1	296	1	294	1.62e-130	404.0	818	tailspike depolymerase	793	tailspike depolymerase	Same	0.36	0.37	0.36	Cterminal variation	False
LIT_083_KL36KL43_PROTEIN_41	REC_025_KL47_PROTEIN_44	68.243	296	92	1	1	296	1	294	2.1900000000000003e-129	401.0	818	tailspike depolymerase	793	tailspike depolymerase	Same	0.36	0.37	0.36	Cterminal variation	False
LIT_083_KL36KL43_PROTEIN_41	LIT_086_KL48_PROTEIN_49	65.397	315	105	3	1	315	1	311	1.1799999999999999e-128	398.0	818	tailspike depolymerase	763	tailspike depolymerase	Same	0.39	0.41	0.39	Cterminal variation	False
LIT_083_KL36KL43_PROTEIN_41	REC_032_KL57_PROTEIN_47	58.177	373	136	6	1	356	1	370	2.2999999999999998e-128	400.0	818	tailspike depolymerase	843	tailspike depolymerase	Same	0.46	0.44	0.44	Cterminal variation	False
LIT_083_KL36KL43_PROTEIN_41	LIT_091_KL1KL8_PROTEIN_47	64.901	302	105	1	1	302	1	301	1.64e-121	379.0	818	tailspike depolymerase	749	tailspike depolymerase with fiber-like elements	Different	0.37	0.4	0.37	Cterminal variation	False
LIT_083_KL36KL43_PROTEIN_41	LIT_089_KL36KL42_PROTEIN_48	60.777	283	109	1	1	283	1	281	6.25e-111	354.0	818	tailspike depolymerase	868	tailspike depolymerase	Same	0.35	0.33	0.33	Cterminal variation	False
LIT_083_KL36KL43_PROTEIN_41	LIT_128_KL10_PROTEIN_49	41.067	431	216	8	5	408	5	424	4.52e-92	305.0	818	tailspike depolymerase	913	tailspike depolymerase	Same	0.53	0.47	0.47	Cterminal variation	False
LIT_084_KL16_PROTEIN_47	REC_023_KL47_PROTEIN_42	77.419	372	66	6	1	365	1	361	0.0	561.0	875	tailspike depolymerase	802	tailspike depolymerase	Same	0.43	0.46	0.43	Cterminal variation	False
LIT_084_KL16_PROTEIN_47	LIT_087_KL82_PROTEIN_44	71.658	374	95	6	1	365	1	372	2.42e-177	527.0	875	tailspike depolymerase	792	tailspike depolymerase	Same	0.43	0.47	0.43	Cterminal variation	False
LIT_084_KL16_PROTEIN_47	REC_030_KL56KN3_PROTEIN_41	70.856	374	98	6	1	365	1	372	5.2699999999999995e-176	524.0	875	tailspike depolymerase	792	tailspike depolymerase	Same	0.43	0.47	0.43	Cterminal variation	False
LIT_084_KL16_PROTEIN_47	LIT_085_KL56_PROTEIN_47	70.321	374	100	6	1	365	1	372	2.31e-173	517.0	875	tailspike depolymerase	792	tailspike depolymerase	Same	0.43	0.47	0.43	Cterminal variation	False
LIT_084_KL16_PROTEIN_47	REC_022_KL30KL69_PROTEIN_42	79.808	312	60	2	1	310	1	311	5.2700000000000004e-169	506.0	875	tailspike depolymerase	792	tailspike depolymerase with fiber-like elements	Different	0.36	0.39	0.36	Cterminal variation	False
LIT_084_KL16_PROTEIN_47	REC_032_KL57_PROTEIN_47	72.973	333	80	1	1	323	1	333	1.7e-165	498.0	875	tailspike depolymerase	843	tailspike depolymerase	Same	0.38	0.4	0.38	Cterminal variation	False
LIT_084_KL16_PROTEIN_47	LIT_086_KL48_PROTEIN_49	73.651	315	80	2	1	314	1	313	2.67e-156	472.0	875	tailspike depolymerase	763	tailspike depolymerase	Same	0.36	0.41	0.36	Cterminal variation	False
LIT_084_KL16_PROTEIN_47	LIT_091_KL1KL8_PROTEIN_47	68.693	329	97	4	1	324	1	328	4.73e-143	437.0	875	tailspike depolymerase	749	tailspike depolymerase with fiber-like elements	Different	0.38	0.44	0.38	Cterminal variation	False
LIT_084_KL16_PROTEIN_47	REC_019_KL21KL3_PROTEIN_43	61.518	369	121	5	1	348	1	369	1.49e-141	437.0	875	tailspike depolymerase	869	tailspike depolymerase with fiber-like elements	Different	0.42	0.42	0.42	Cterminal variation	False
LIT_084_KL16_PROTEIN_47	REC_018_KL21_PROTEIN_41	63.408	358	123	6	1	352	1	356	2.03e-141	435.0	875	tailspike depolymerase	817	tailspike depolymerase	Same	0.41	0.44	0.41	Cterminal variation	False
LIT_084_KL16_PROTEIN_47	REC_026_KL5KL8_PROTEIN_40	69.136	324	94	4	1	319	1	323	2.4299999999999996e-140	430.0	875	tailspike depolymerase	749	tailspike depolymerase with fiber-like elements	Different	0.37	0.43	0.37	Cterminal variation	False
LIT_084_KL16_PROTEIN_47	LIT_089_KL36KL42_PROTEIN_48	56.97	330	130	2	1	322	1	326	3.21e-119	378.0	875	tailspike depolymerase	868	tailspike depolymerase	Same	0.38	0.38	0.38	Cterminal variation	False
LIT_084_KL16_PROTEIN_47	LIT_128_KL10_PROTEIN_49	43.363	452	218	11	5	421	5	453	5.34e-98	322.0	875	tailspike depolymerase	913	tailspike depolymerase	Same	0.52	0.5	0.5	Cterminal variation	False
LIT_084_KL16_PROTEIN_47	REC_037_KL64_PROTEIN_43	43.44	343	155	10	1	331	1	316	5.53e-59	213.0	875	tailspike depolymerase	1017	tailspike depolymerase	Same	0.39	0.34	0.34	Cterminal variation	False
LIT_084_KL16_PROTEIN_47	REC_038_KL64_PROTEIN_43	43.149	343	156	10	1	331	1	316	2.12e-58	211.0	875	tailspike depolymerase	1017	tailspike depolymerase	Same	0.39	0.34	0.34	Cterminal variation	False
LIT_084_KL16_PROTEIN_47	REC_008_KL13KL2_PROTEIN_49	22.867	293	184	11	12	280	11	285	1.19e-07	50.1	875	tailspike depolymerase	791	tailspike depolymerase	Same	0.33	0.37	0.33	Cterminal variation	False
LIT_085_KL56_PROTEIN_47	REC_024_KL47_PROTEIN_43	75.776	322	77	1	1	321	1	322	4.22e-171	508.0	792	tailspike depolymerase	793	tailspike depolymerase	Same	0.41	0.41	0.41	Cterminal variation	False
LIT_085_KL56_PROTEIN_47	REC_025_KL47_PROTEIN_44	74.845	322	80	1	1	321	1	322	1.2300000000000001e-169	504.0	792	tailspike depolymerase	793	tailspike depolymerase	Same	0.41	0.41	0.41	Cterminal variation	False
LIT_085_KL56_PROTEIN_47	LIT_086_KL48_PROTEIN_49	73.968	315	80	1	1	315	1	313	1.2800000000000002e-163	488.0	792	tailspike depolymerase	763	tailspike depolymerase	Same	0.4	0.41	0.4	Cterminal variation	False
LIT_085_KL56_PROTEIN_47	REC_023_KL47_PROTEIN_42	77.288	295	67	0	1	295	1	295	1.33e-162	487.0	792	tailspike depolymerase	802	tailspike depolymerase	Same	0.37	0.37	0.37	Cterminal variation	False
LIT_085_KL56_PROTEIN_47	REC_032_KL57_PROTEIN_47	67.867	361	99	3	1	344	1	361	4.0800000000000004e-161	484.0	792	tailspike depolymerase	843	tailspike depolymerase	Same	0.46	0.43	0.43	Cterminal variation	False
LIT_085_KL56_PROTEIN_47	LIT_091_KL1KL8_PROTEIN_47	68.827	324	98	2	1	323	1	322	1.38e-142	433.0	792	tailspike depolymerase	749	tailspike depolymerase with fiber-like elements	Different	0.41	0.43	0.41	Cterminal variation	False
LIT_085_KL56_PROTEIN_47	REC_026_KL5KL8_PROTEIN_40	68.405	326	98	3	1	322	1	325	2.73e-140	427.0	792	tailspike depolymerase	749	tailspike depolymerase with fiber-like elements	Different	0.41	0.44	0.41	Cterminal variation	False
LIT_085_KL56_PROTEIN_47	REC_019_KL21KL3_PROTEIN_43	58.245	376	148	3	1	368	1	375	1.75e-135	418.0	792	tailspike depolymerase	869	tailspike depolymerase with fiber-like elements	Different	0.47	0.43	0.43	Cterminal variation	False
LIT_085_KL56_PROTEIN_47	REC_018_KL21_PROTEIN_41	69.58	286	86	1	1	285	1	286	6.1600000000000005e-133	410.0	792	tailspike depolymerase	817	tailspike depolymerase	Same	0.36	0.35	0.35	Cterminal variation	False
LIT_085_KL56_PROTEIN_47	LIT_089_KL36KL42_PROTEIN_48	60.993	282	110	0	1	282	1	282	1.71e-114	363.0	792	tailspike depolymerase	868	tailspike depolymerase	Same	0.36	0.32	0.32	Cterminal variation	False
LIT_085_KL56_PROTEIN_47	LIT_128_KL10_PROTEIN_49	53.22	295	130	3	5	291	5	299	1.81e-96	316.0	792	tailspike depolymerase	913	tailspike depolymerase	Same	0.37	0.32	0.32	Cterminal variation	False
LIT_085_KL56_PROTEIN_47	REC_037_KL64_PROTEIN_43	40.882	340	174	8	1	338	1	315	7.19e-56	202.0	792	tailspike depolymerase	1017	tailspike depolymerase	Same	0.43	0.33	0.33	Cterminal variation	False
LIT_085_KL56_PROTEIN_47	REC_038_KL64_PROTEIN_43	40.588	340	175	8	1	338	1	315	2.27e-55	201.0	792	tailspike depolymerase	1017	tailspike depolymerase	Same	0.43	0.33	0.33	Cterminal variation	False
LIT_085_KL56_PROTEIN_47	REC_008_KL13KL2_PROTEIN_49	20.761	289	187	9	12	276	11	281	8.17e-05	40.8	792	tailspike depolymerase	791	tailspike depolymerase	Same	0.36	0.37	0.36	Cterminal variation	False
LIT_085_KL56_PROTEIN_48	REC_001_Kn_PROTEIN_558	25.722	381	241	12	17	391	95	439	6.85e-16	76.3	678	tailspike depolymerase	702	tailspike depolymerase	Same	0.56	0.54	0.54	Cterminal variation	False
LIT_086_KL48_PROTEIN_49	LIT_087_KL82_PROTEIN_44	74.303	323	81	1	1	321	1	323	7.3e-167	496.0	763	tailspike depolymerase	792	tailspike depolymerase	Same	0.42	0.41	0.41	Cterminal variation	False
LIT_086_KL48_PROTEIN_49	REC_024_KL47_PROTEIN_43	75.153	326	78	2	1	323	1	326	4.4e-165	492.0	763	tailspike depolymerase	793	tailspike depolymerase	Same	0.43	0.41	0.41	Cterminal variation	False
LIT_086_KL48_PROTEIN_49	REC_030_KL56KN3_PROTEIN_41	72.446	323	87	1	1	321	1	323	2.1100000000000004e-163	488.0	763	tailspike depolymerase	792	tailspike depolymerase	Same	0.42	0.41	0.41	Cterminal variation	False
LIT_086_KL48_PROTEIN_49	REC_022_KL30KL69_PROTEIN_42	77.961	304	67	0	1	304	1	304	2.43e-162	484.0	763	tailspike depolymerase	792	tailspike depolymerase with fiber-like elements	Different	0.4	0.38	0.38	Cterminal variation	False
LIT_086_KL48_PROTEIN_49	REC_025_KL47_PROTEIN_44	73.926	326	82	2	1	323	1	326	6.72e-162	484.0	763	tailspike depolymerase	793	tailspike depolymerase	Same	0.43	0.41	0.41	Cterminal variation	False
LIT_086_KL48_PROTEIN_49	REC_023_KL47_PROTEIN_42	72.063	315	84	1	1	311	1	315	1.07e-154	465.0	763	tailspike depolymerase	802	tailspike depolymerase	Same	0.41	0.39	0.39	Cterminal variation	False
LIT_086_KL48_PROTEIN_49	REC_032_KL57_PROTEIN_47	67.536	345	101	2	1	334	1	345	8.22e-152	459.0	763	tailspike depolymerase	843	tailspike depolymerase	Same	0.45	0.41	0.41	Cterminal variation	False
LIT_086_KL48_PROTEIN_49	LIT_091_KL1KL8_PROTEIN_47	70.946	296	82	2	1	295	1	293	6.37e-138	420.0	763	tailspike depolymerase	749	tailspike depolymerase with fiber-like elements	Different	0.39	0.4	0.39	Cterminal variation	False
LIT_086_KL48_PROTEIN_49	REC_019_KL21KL3_PROTEIN_43	62.849	358	122	4	1	351	1	354	1.8e-135	417.0	763	tailspike depolymerase	869	tailspike depolymerase with fiber-like elements	Different	0.47	0.41	0.41	Cterminal variation	False
LIT_086_KL48_PROTEIN_49	REC_018_KL21_PROTEIN_41	68.243	296	92	2	1	294	1	296	3.3200000000000006e-129	399.0	763	tailspike depolymerase	817	tailspike depolymerase	Same	0.39	0.36	0.36	Cterminal variation	False
LIT_086_KL48_PROTEIN_49	LIT_089_KL36KL42_PROTEIN_48	63.066	287	106	0	1	287	1	287	2.7e-116	367.0	763	tailspike depolymerase	868	tailspike depolymerase	Same	0.38	0.33	0.33	Cterminal variation	False
LIT_086_KL48_PROTEIN_49	LIT_128_KL10_PROTEIN_49	57.338	293	117	3	5	289	5	297	2.08e-101	328.0	763	tailspike depolymerase	913	tailspike depolymerase	Same	0.38	0.32	0.32	Cterminal variation	False
LIT_086_KL48_PROTEIN_49	REC_037_KL64_PROTEIN_43	43.299	291	148	5	1	291	1	274	9.49e-53	192.0	763	tailspike depolymerase	1017	tailspike depolymerase	Same	0.38	0.29	0.29	Cterminal variation	False
LIT_086_KL48_PROTEIN_49	REC_038_KL64_PROTEIN_43	42.955	291	149	5	1	291	1	274	2.82e-52	191.0	763	tailspike depolymerase	1017	tailspike depolymerase	Same	0.38	0.29	0.29	Cterminal variation	False
LIT_087_KL82_PROTEIN_44	REC_022_KL30KL69_PROTEIN_42	82.315	311	55	0	1	311	1	311	2.92e-178	527.0	792	tailspike depolymerase	792	tailspike depolymerase with fiber-like elements	Different	0.39	0.39	0.39	Cterminal variation	False
LIT_087_KL82_PROTEIN_44	REC_024_KL47_PROTEIN_43	76.398	322	75	1	1	321	1	322	2.7999999999999998e-171	509.0	792	tailspike depolymerase	793	tailspike depolymerase	Same	0.41	0.41	0.41	Cterminal variation	False
LIT_087_KL82_PROTEIN_44	REC_032_KL57_PROTEIN_47	69.252	361	94	3	1	344	1	361	9.830000000000001e-164	491.0	792	tailspike depolymerase	843	tailspike depolymerase	Same	0.46	0.43	0.43	Cterminal variation	False
LIT_087_KL82_PROTEIN_44	REC_023_KL47_PROTEIN_42	77.966	295	65	0	1	295	1	295	3.98e-162	485.0	792	tailspike depolymerase	802	tailspike depolymerase	Same	0.37	0.37	0.37	Cterminal variation	False
LIT_087_KL82_PROTEIN_44	LIT_091_KL1KL8_PROTEIN_47	68.21	324	100	2	1	323	1	322	1.62e-140	428.0	792	tailspike depolymerase	749	tailspike depolymerase with fiber-like elements	Different	0.41	0.43	0.41	Cterminal variation	False
LIT_087_KL82_PROTEIN_44	REC_026_KL5KL8_PROTEIN_40	67.593	324	102	2	1	323	1	322	6.129999999999999e-138	421.0	792	tailspike depolymerase	749	tailspike depolymerase with fiber-like elements	Different	0.41	0.43	0.41	Cterminal variation	False
LIT_087_KL82_PROTEIN_44	REC_019_KL21KL3_PROTEIN_43	58.777	376	146	3	1	368	1	375	3.12e-136	420.0	792	tailspike depolymerase	869	tailspike depolymerase with fiber-like elements	Different	0.47	0.43	0.43	Cterminal variation	False
LIT_087_KL82_PROTEIN_44	REC_018_KL21_PROTEIN_41	69.93	286	85	1	1	285	1	286	3.23e-133	411.0	792	tailspike depolymerase	817	tailspike depolymerase	Same	0.36	0.35	0.35	Cterminal variation	False
LIT_087_KL82_PROTEIN_44	LIT_089_KL36KL42_PROTEIN_48	62.411	282	106	0	1	282	1	282	1.5900000000000002e-116	368.0	792	tailspike depolymerase	868	tailspike depolymerase	Same	0.36	0.32	0.32	Cterminal variation	False
LIT_087_KL82_PROTEIN_44	LIT_128_KL10_PROTEIN_49	54.915	295	125	3	5	291	5	299	3.6999999999999996e-98	320.0	792	tailspike depolymerase	913	tailspike depolymerase	Same	0.37	0.32	0.32	Cterminal variation	False
LIT_087_KL82_PROTEIN_44	REC_008_KL13KL2_PROTEIN_49	21.107	289	190	10	12	278	11	283	5.52e-05	41.2	792	tailspike depolymerase	791	tailspike depolymerase	Same	0.36	0.37	0.36	Cterminal variation	False
LIT_089_KL36KL42_PROTEIN_48	REC_032_KL57_PROTEIN_47	63.121	282	104	0	1	282	1	282	3.96e-118	374.0	868	tailspike depolymerase	843	tailspike depolymerase	Same	0.32	0.33	0.32	Cterminal variation	False
LIT_089_KL36KL42_PROTEIN_48	REC_022_KL30KL69_PROTEIN_42	62.989	281	104	0	1	281	1	281	2.96e-117	370.0	868	tailspike depolymerase	792	tailspike depolymerase with fiber-like elements	Different	0.32	0.35	0.32	Cterminal variation	False
LIT_089_KL36KL42_PROTEIN_48	REC_024_KL47_PROTEIN_43	63.83	282	102	0	1	282	1	282	1.61e-116	369.0	868	tailspike depolymerase	793	tailspike depolymerase	Same	0.32	0.36	0.32	Cterminal variation	False
LIT_089_KL36KL42_PROTEIN_48	REC_018_KL21_PROTEIN_41	63.121	282	103	1	1	281	1	282	3.16e-116	368.0	868	tailspike depolymerase	817	tailspike depolymerase	Same	0.32	0.35	0.32	Cterminal variation	False
LIT_089_KL36KL42_PROTEIN_48	REC_030_KL56KN3_PROTEIN_41	62.057	282	107	0	1	282	1	282	2.97e-115	365.0	868	tailspike depolymerase	792	tailspike depolymerase	Same	0.32	0.36	0.32	Cterminal variation	False
LIT_089_KL36KL42_PROTEIN_48	REC_023_KL47_PROTEIN_42	60.839	286	111	1	1	285	1	286	1.76e-114	363.0	868	tailspike depolymerase	802	tailspike depolymerase	Same	0.33	0.36	0.33	Cterminal variation	False
LIT_089_KL36KL42_PROTEIN_48	REC_019_KL21KL3_PROTEIN_43	62.633	281	105	0	1	281	1	281	2.96e-114	364.0	868	tailspike depolymerase	869	tailspike depolymerase with fiber-like elements	Different	0.32	0.32	0.32	Cterminal variation	False
LIT_089_KL36KL42_PROTEIN_48	REC_025_KL47_PROTEIN_44	62.411	282	106	0	1	282	1	282	1.04e-113	361.0	868	tailspike depolymerase	793	tailspike depolymerase	Same	0.32	0.36	0.32	Cterminal variation	False
LIT_089_KL36KL42_PROTEIN_48	LIT_091_KL1KL8_PROTEIN_47	54.079	331	140	3	1	325	1	325	3.86e-107	342.0	868	tailspike depolymerase	749	tailspike depolymerase with fiber-like elements	Different	0.38	0.44	0.38	Cterminal variation	False
LIT_089_KL36KL42_PROTEIN_48	REC_026_KL5KL8_PROTEIN_40	54.717	318	138	2	1	312	1	318	1.56e-106	341.0	868	tailspike depolymerase	749	tailspike depolymerase with fiber-like elements	Different	0.37	0.42	0.37	Cterminal variation	False
LIT_089_KL36KL42_PROTEIN_48	LIT_128_KL10_PROTEIN_49	44.904	314	160	6	5	309	5	314	8.99e-80	272.0	868	tailspike depolymerase	913	tailspike depolymerase	Same	0.36	0.34	0.34	Cterminal variation	False
LIT_089_KL36KL42_PROTEIN_48	REC_037_KL64_PROTEIN_43	40.872	367	174	12	1	358	1	333	4.68e-58	210.0	868	tailspike depolymerase	1017	tailspike depolymerase	Same	0.42	0.36	0.36	Cterminal variation	False
LIT_089_KL36KL42_PROTEIN_48	REC_038_KL64_PROTEIN_43	40.599	367	175	12	1	358	1	333	1.4200000000000001e-57	209.0	868	tailspike depolymerase	1017	tailspike depolymerase	Same	0.42	0.36	0.36	Cterminal variation	False
LIT_089_KL36KL42_PROTEIN_48	REC_008_KL13KL2_PROTEIN_49	20.478	293	199	9	12	284	11	289	0.000132	40.0	868	tailspike depolymerase	791	tailspike depolymerase	Same	0.34	0.37	0.34	Cterminal variation	False
LIT_090_KL27_PROTEIN_48	REC_029_KL54_PROTEIN_558	30.83	253	138	8	1012	1239	537	777	4.5200000000000004e-26	110.0	1242	tailspike depolymerase with fiber-like elements	779	tailspike depolymerase with fiber-like elements	Same	0.2	0.32	0.2	Cterminal variation	False
LIT_090_KL27_PROTEIN_48	REC_001_Kn_PROTEIN_561	30.435	253	139	8	1012	1239	537	777	1.82e-25	108.0	1242	tailspike depolymerase with fiber-like elements	779	tailspike depolymerase with fiber-like elements	Same	0.2	0.32	0.2	Cterminal variation	False
LIT_091_KL1KL8_PROTEIN_47	REC_024_KL47_PROTEIN_43	74.658	292	73	1	1	292	1	291	2.48e-142	432.0	749	tailspike depolymerase with fiber-like elements	793	tailspike depolymerase	Different	0.39	0.37	0.37	Cterminal variation	False
LIT_091_KL1KL8_PROTEIN_47	REC_025_KL47_PROTEIN_44	73.973	292	75	1	1	292	1	291	3.73e-140	427.0	749	tailspike depolymerase with fiber-like elements	793	tailspike depolymerase	Different	0.39	0.37	0.37	Cterminal variation	False
LIT_091_KL1KL8_PROTEIN_47	REC_030_KL56KN3_PROTEIN_41	67.901	324	101	2	1	322	1	323	6.32e-140	426.0	749	tailspike depolymerase with fiber-like elements	792	tailspike depolymerase	Different	0.43	0.41	0.41	Cterminal variation	False
LIT_091_KL1KL8_PROTEIN_47	REC_032_KL57_PROTEIN_47	70.307	293	86	1	1	293	1	292	1.5800000000000003e-132	408.0	749	tailspike depolymerase with fiber-like elements	843	tailspike depolymerase	Different	0.39	0.35	0.35	Cterminal variation	False
LIT_091_KL1KL8_PROTEIN_47	REC_018_KL21_PROTEIN_41	66.445	301	101	0	1	301	1	301	1.95e-126	392.0	749	tailspike depolymerase with fiber-like elements	817	tailspike depolymerase	Different	0.4	0.37	0.37	Cterminal variation	False
LIT_091_KL1KL8_PROTEIN_47	REC_019_KL21KL3_PROTEIN_43	65.993	297	100	1	1	297	1	296	4.0300000000000004e-125	390.0	749	tailspike depolymerase with fiber-like elements	869	tailspike depolymerase with fiber-like elements	Same	0.4	0.34	0.34	Cterminal variation	False
LIT_091_KL1KL8_PROTEIN_47	LIT_128_KL10_PROTEIN_49	52.577	291	129	4	5	287	5	294	4.24e-88	292.0	749	tailspike depolymerase with fiber-like elements	913	tailspike depolymerase	Different	0.39	0.32	0.32	Cterminal variation	False
LIT_091_KL1KL8_PROTEIN_47	REC_008_KL13KL2_PROTEIN_49	21.867	375	235	13	12	354	11	359	6.03e-07	47.8	749	tailspike depolymerase with fiber-like elements	791	tailspike depolymerase	Different	0.5	0.47	0.47	Cterminal variation	False
LIT_093_Kn_PROTEIN_20	LIT_115_Kn_PROTEIN_25	27.348	362	180	13	49	387	222	523	1.27e-16	79.0	681	TC14-like tail fiber in sugarlandvirus - variant 1	973	L-shaped tail fiber-like	Different	0.53	0.37	0.37	Cterminal variation	False
LIT_093_Kn_PROTEIN_20	LIT_120_KL28KL69_PROTEIN_24	28.212	358	182	14	49	387	222	523	1.6e-16	78.6	681	TC14-like tail fiber in sugarlandvirus - variant 1	973	L-shaped tail fiber-like	Different	0.53	0.37	0.37	Cterminal variation	False
LIT_093_Kn_PROTEIN_20	LIT_117_Kn_PROTEIN_25	25.0	356	198	15	59	406	148	442	2.51e-05	42.4	681	TC14-like tail fiber in sugarlandvirus - variant 1	892	L-shaped tail fiber-like	Different	0.52	0.4	0.4	Cterminal variation	False
LIT_094_Kn_PROTEIN_20	LIT_120_KL28KL69_PROTEIN_24	30.0	360	175	16	49	389	222	523	4.01e-17	80.5	679	TC14-like tail fiber in sugarlandvirus - variant 1	973	L-shaped tail fiber-like	Different	0.53	0.37	0.37	Cterminal variation	False
LIT_094_Kn_PROTEIN_20	LIT_115_Kn_PROTEIN_25	27.473	364	179	15	49	389	222	523	4.32e-14	70.5	679	TC14-like tail fiber in sugarlandvirus - variant 1	973	L-shaped tail fiber-like	Different	0.54	0.37	0.37	Cterminal variation	False
LIT_096_KL5_PROTEIN_194	REC_043_KN2_PROTEIN_131	93.095	420	29	0	1	420	1	420	0.0	746.0	1047	tailspike depolymerase	1072	tailspike depolymerase with fiber-like elements	Different	0.4	0.39	0.39	Cterminal variation	False
LIT_096_KL5_PROTEIN_194	REC_017_KL20KL27KL7_PROTEIN_150	92.124	419	33	0	1	419	1	419	0.0	745.0	1047	tailspike depolymerase	1180	tailspike depolymerase with fiber-like elements	Different	0.4	0.36	0.36	Cterminal variation	False
LIT_096_KL5_PROTEIN_196	LIT_113_KL46_PROTEIN_23	34.459	296	166	8	1018	1289	634	925	7.070000000000001e-37	145.0	1294	tailspike depolymerase with fiber-like elements	927	tailspike depolymerase with fiber-like elements	Same	0.23	0.32	0.23	Cterminal variation	False
LIT_096_KL5_PROTEIN_196	LIT_115_Kn_PROTEIN_25	33.2	250	113	9	1052	1293	768	971	8.229999999999999e-23	100.0	1294	tailspike depolymerase with fiber-like elements	973	L-shaped tail fiber-like	Different	0.19	0.26	0.19	Cterminal variation	False
