query	qLen	target	tLen	qCov	tCov	qstart	qend	tstart	tend	fid_orig	xid	hid	tid	fid	xname	hname	tname	fname	PHROGS1_function	PHROGS2_function	RBP-cluster	RBP-class	TF-class	evalue	bits	domain	Genome_name	Morphology
LIT_088_KL2KL37_PROTEIN_48	524	2409668	163	0.29	0.92	372	524	14	163	10.1.2.16	10	10.1	10.1.2	10.1.2.16	jelly-roll	Concanavalin A-like	Galactose-binding domain-like	CBM_4_9	***  tail fiber protein	***  tail protein	RBP18	tailspike depolymerase		3.693e-08	343	10.1.2:Galactose-binding domain-like	LIT_088_KL2KL37	Podovirus
LIT_088_KL2KL37_PROTEIN_48	524	2409669	376	0.61	0.81	36	355	64	369	207.2.1.119	207	207.2	207.2.1	207.2.1.119	Single-stranded right-handed beta-helix	NO_H_NAME	Pectin lyase-like	UNK_F_TYPE	***  tail fiber protein	***  tail protein	RBP18	tailspike depolymerase		7.988e-08	321	207.2.1:Pectin lyase-like	LIT_088_KL2KL37	Podovirus
LIT_089_KL36KL42_PROTEIN_43	791	1310586	330	0.37	0.82	271	561	24	293	5.1.4.41	5	5.1	5.1.4	5.1.4.41	beta-propeller-like	beta-propeller	7-bladed	ANAPC4_WD40_2	***  tail protein	*    unknown function	RBP1	T7 gp12 nozzle-like	TC2	5.294e-05	136	5.1.4:7-bladed	LIT_089_KL36KL42	Podovirus
LIT_090_KL27_PROTEIN_43	791	2879001	313	0.37	0.78	280	575	8	250	5.1.4.312	5	5.1	5.1.4	5.1.4.312	beta-propeller-like	beta-propeller	7-bladed	ANAPC4_WD40_8	***  tail protein	*    unknown function	RBP1	T7 gp12 nozzle-like	TC2	4.161e-05	133	5.1.4:7-bladed	LIT_090_KL27	Podovirus
LIT_091_KL1KL8_PROTEIN_42	791	2873129	556	0.29	0.53	345	575	72	367	5.1.4.22	5	5.1	5.1.4	5.1.4.22	beta-propeller-like	beta-propeller	7-bladed	Nucleoporin_N	***  tail protein	*    unknown function	RBP1	T7 gp12 nozzle-like	TC2	0.0001045	132	5.1.4:7-bladed	LIT_091_KL1KL8	Podovirus
LIT_091_KL1KL8_PROTEIN_42	791	1822301	510	0.38	0.69	349	646	74	425	5.1.4.22	5	5.1	5.1.4	5.1.4.22	beta-propeller-like	beta-propeller	7-bladed	Nucleoporin_N	***  tail protein	*    unknown function	RBP1	T7 gp12 nozzle-like	TC2	0.0003732	105	5.1.4:7-bladed	LIT_091_KL1KL8	Podovirus
LIT_091_KL1KL8_PROTEIN_42	791	1688714	538	0.42	0.61	258	589	26	355	5.1.4.315	5	5.1	5.1.4	5.1.4.315	beta-propeller-like	beta-propeller	7-bladed	Nup160	***  tail protein	*    unknown function	RBP1	T7 gp12 nozzle-like	TC2	0.0002683	101	5.1.4:7-bladed	LIT_091_KL1KL8	Podovirus
LIT_091_KL1KL8_PROTEIN_47	749	198885	374	0.46	0.98	304	651	3	367	207.2.1.83	207	207.2	207.2.1	207.2.1.83	Single-stranded right-handed beta-helix	NO_H_NAME	Pectin lyase-like	Glyco_hydro_120	***  tail fiber protein	***  tail spike protein	RBP93	tailspike depolymerase with fiber-like elements		8.6e-07	227	207.2.1:Pectin lyase-like	LIT_091_KL1KL8	Podovirus
LIT_092_KL39KL41_PROTEIN_6	461	1839974	282	0.59	0.99	3	273	2	281	1083.1.1.2	1083	1083.1	1083.1.1	1083.1.1.2	NO_X_NAME	NO_H_NAME	Phage T4 gp12 N-terminal repeating units	gp12-short_mid_N	***  tail collar fiber protein	***  tail fiber protein proximal subunit	RBP48	T4 gp12-like		1.254e-22	454	1083.1.1:Phage T4 gp12 N-terminal repeating units	LIT_092_KL39KL41	Myovirus
LIT_092_KL39KL41_PROTEIN_6	461	1839976	198	0.35	0.99	302	461	2	197	877.1.1.15	877	877.1	877.1.1	877.1.1.15	NO_X_NAME	NO_H_NAME	gp11/gp12 receptor-binding domain	S_tail_recep_bd	***  tail collar fiber protein	***  tail fiber protein proximal subunit	RBP48	T4 gp12-like		2.67e-08	237	877.1.1:gp11/gp12 receptor-binding domain	LIT_092_KL39KL41	Myovirus
LIT_094_Kn_PROTEIN_20	679	1688375	395	0.49	0.95	220	554	12	387	79.1.1.59	79	79.1	79.1.1	79.1.1.59	NO_X_NAME	NO_H_NAME	Phage tail fiber protein trimerization domain	34_2nd,34_1st	***  tail fiber protein	***  tail protein	RBP95	TC14-like tail fiber in sugarlandvirus - variant 1		0.0003458	82	79.1.1:Phage tail fiber protein trimerization domain	LIT_094_Kn	Siphovirus
LIT_096_KL5_PROTEIN_193	441	185943	120	0.22	0.93	342	440	2	113	3386.1.1.4	3386	3386.1	3386.1.1	3386.1.1.4	gp9 C-terminal domain-like	NO_H_NAME	gp9 C-terminal domain-related	T4_gp9_10_C	***  unknown function	-	RBP96	TC14-like long tail fiber in taipeivirus		6.983e-05	162	3386.1.1:gp9 C-terminal domain-related	LIT_096_KL5	Myovirus
LIT_096_KL5_PROTEIN_194	1047	2701717	393	0.32	0.92	455	784	8	368	207.2.1.83	207	207.2	207.2.1	207.2.1.83	Single-stranded right-handed beta-helix	NO_H_NAME	Pectin lyase-like	Glyco_hydro_120	***  haemolysin-type calcium binding	***  tail spike protein	RBP97	tailspike depolymerase		8.382e-05	134	207.2.1:Pectin lyase-like	LIT_096_KL5	Myovirus
LIT_096_KL5_PROTEIN_196	1294	1679987	132	0.13	0.94	1126	1287	1	124	3240.1.1	3240	3240.1	3240.1.1	3240.1.1.None	NO_X_NAME	NO_H_NAME	Intramolecular chaperone domain in virus tail spike protein	Peptidase_S74	-    tail fiber protein	***  tail spike protein	RBP37	tailspike depolymerase with fiber-like elements		3.565e-07	304	3240.1.1:Intramolecular chaperone domain in virus tail spike protein	LIT_096_KL5	Myovirus
LIT_096_KL5_PROTEIN_196	1294	2491358	451	0.34	0.87	198	642	4	397	207.2.1.118	207	207.2	207.2.1	207.2.1.118	Single-stranded right-handed beta-helix	NO_H_NAME	Pectin lyase-like	UNK_F_TYPE	-    tail fiber protein	***  tail spike protein	RBP37	tailspike depolymerase with fiber-like elements		0.0009821	95	207.2.1:Pectin lyase-like	LIT_096_KL5	Myovirus
LIT_096_KL5_PROTEIN_197	756	1148136	162	0.15	0.59	10	122	2	96	3856.1.1.1	3856	3856.1	3856.1.1	3856.1.1.1	NO_X_NAME	NO_H_NAME	Putative tailspike protein Orf210 N-terminal domain	EUF07849	***  tail spike protein	***  tail fiber protein	RBP98	tailspike depolymerase		0.0002228	205	3856.1.1:Putative tailspike protein Orf210 N-terminal domain	LIT_096_KL5	Myovirus
LIT_096_KL5_PROTEIN_198	634	2546335	402	0.46	0.67	107	400	4	274	207.2.1.28	207	207.2	207.2.1	207.2.1.28	Single-stranded right-handed beta-helix	NO_H_NAME	Pectin lyase-like	Glyco_hydro_28	-	-	RBP55	tailspike depolymerase with fiber-like elements		0.0006456	126	207.2.1:Pectin lyase-like	LIT_096_KL5	Myovirus
LIT_096_KL5_PROTEIN_61	255	185943	120	0.38	0.88	157	254	8	113	3386.1.1.4	3386	3386.1	3386.1.1	3386.1.1.4	gp9 C-terminal domain-like	NO_H_NAME	gp9 C-terminal domain-related	T4_gp9_10_C	***  unknown function	-	RBP99	TC14-like short tail fiber in taipeivirus		3.348e-07	275	3386.1.1:gp9 C-terminal domain-related	LIT_096_KL5	Myovirus
LIT_097_Kn_PROTEIN_41	801	2210	344	0.68	1.0	45	586	2	344	5.1.4.312	5	5.1	5.1.4	5.1.4.312	beta-propeller-like	beta-propeller	7-bladed	ANAPC4_WD40_8	***  tail protein	*    unknown function	RBP1	T7 gp12 nozzle-like	TC2	2.321e-05	134	5.1.4:7-bladed	LIT_097_Kn	Podovirus
LIT_098_KL61KL67_PROTEIN_10	533	2409668	163	0.26	0.85	394	533	25	163	10.1.2.16	10	10.1	10.1.2	10.1.2.16	jelly-roll	Concanavalin A-like	Galactose-binding domain-like	CBM_4_9	***  tail spike protein	***  colanic acid degradation	RBP18	tailspike depolymerase		3.52e-08	345	10.1.2:Galactose-binding domain-like	LIT_098_KL61KL67	Podovirus
LIT_098_KL61KL67_PROTEIN_10	533	2409669	376	0.62	0.72	23	350	64	334	207.2.1.119	207	207.2	207.2.1	207.2.1.119	Single-stranded right-handed beta-helix	NO_H_NAME	Pectin lyase-like	UNK_F_TYPE	***  tail spike protein	***  colanic acid degradation	RBP18	tailspike depolymerase		0.0003777	159	207.2.1:Pectin lyase-like	LIT_098_KL61KL67	Podovirus
LIT_098_KL61KL67_PROTEIN_11	650	2409669	376	0.65	0.99	16	437	2	373	207.2.1.119	207	207.2	207.2.1	207.2.1.119	Single-stranded right-handed beta-helix	NO_H_NAME	Pectin lyase-like	UNK_F_TYPE	***  tail spike protein	***  EPS depolymerase	RBP13	tailspike depolymerase		4.389e-07	218	207.2.1:Pectin lyase-like	LIT_098_KL61KL67	Podovirus
LIT_098_KL61KL67_PROTEIN_11	650	1557682	156	0.24	1.0	453	608	1	156	10.1.2.16	10	10.1	10.1.2	10.1.2.16	jelly-roll	Concanavalin A-like	Galactose-binding domain-like	CBM_4_9	***  tail spike protein	***  EPS depolymerase	RBP13	tailspike depolymerase		3.17e-05	178	10.1.2:Galactose-binding domain-like	LIT_098_KL61KL67	Podovirus
LIT_099_KL37KL44_PROTEIN_8	529	2491350	350	0.64	0.99	30	365	3	347	207.2.1.116	207	207.2	207.2.1	207.2.1.116	Single-stranded right-handed beta-helix	NO_H_NAME	Pectin lyase-like	UNK_F_TYPE	***  tail fiber protein	***  minor tail protein	RBP8	tailspike depolymerase		4.648e-07	277	207.2.1:Pectin lyase-like	LIT_099_KL37KL44	Podovirus
LIT_099_KL37KL44_PROTEIN_9	677	1144443	458	0.65	0.93	27	463	1	426	207.2.1.28	207	207.2	207.2.1	207.2.1.28	Single-stranded right-handed beta-helix	NO_H_NAME	Pectin lyase-like	Glyco_hydro_28	-	-	RBP102	tailspike depolymerase		6.681e-07	175	207.2.1:Pectin lyase-like	LIT_099_KL37KL44	Podovirus
LIT_100_KL13_PROTEIN_10	575	2409669	376	0.69	0.99	18	411	2	372	207.2.1.119	207	207.2	207.2.1	207.2.1.119	Single-stranded right-handed beta-helix	NO_H_NAME	Pectin lyase-like	UNK_F_TYPE	***  tail fiber protein	***  tail spike protein	RBP18	tailspike depolymerase		8.967e-13	498	207.2.1:Pectin lyase-like	LIT_100_KL13	Podovirus
LIT_100_KL13_PROTEIN_10	575	2409668	163	0.29	0.98	412	575	5	163	10.1.2.16	10	10.1	10.1.2	10.1.2.16	jelly-roll	Concanavalin A-like	Galactose-binding domain-like	CBM_4_9	***  tail fiber protein	***  tail spike protein	RBP18	tailspike depolymerase		6.341e-08	335	10.1.2:Galactose-binding domain-like	LIT_100_KL13	Podovirus
LIT_100_KL13_PROTEIN_9	668	1679987	132	0.18	0.92	545	667	1	122	3240.1.1	3240	3240.1	3240.1.1	3240.1.1.None	NO_X_NAME	NO_H_NAME	Intramolecular chaperone domain in virus tail spike protein	Peptidase_S74	***  tail spike protein	***  tail fiber protein	RBP45	tailspike depolymerase with fiber-like elements		3.83e-11	495	3240.1.1:Intramolecular chaperone domain in virus tail spike protein	LIT_100_KL13	Podovirus
LIT_100_KL13_PROTEIN_9	668	184924	437	0.52	0.75	8	356	23	348	207.2.1.27	207	207.2	207.2.1	207.2.1.27	Single-stranded right-handed beta-helix	NO_H_NAME	Pectin lyase-like	Pectate_lyase_3	***  tail spike protein	***  tail fiber protein	RBP45	tailspike depolymerase with fiber-like elements		3.981e-07	217	207.2.1:Pectin lyase-like	LIT_100_KL13	Podovirus
LIT_101_KL13_PROTEIN_10	301	2409669	376	0.86	0.63	18	275	2	237	207.2.1.119	207	207.2	207.2.1	207.2.1.119	Single-stranded right-handed beta-helix	NO_H_NAME	Pectin lyase-like	UNK_F_TYPE	***  tail fiber protein	***  tail spike protein	RBP103	tailspike depolymerase		2.047e-09	350	207.2.1:Pectin lyase-like	LIT_101_KL13	Podovirus
LIT_101_KL13_PROTEIN_11	261	2409668	163	0.6	0.96	105	261	8	163	10.1.2.16	10	10.1	10.1.2	10.1.2.16	jelly-roll	Concanavalin A-like	Galactose-binding domain-like	CBM_4_9	***  tail protein	-	RBP104	tailspike depolymerase		2.368e-09	318	10.1.2:Galactose-binding domain-like	LIT_101_KL13	Podovirus
LIT_101_KL13_PROTEIN_9	668	1679987	132	0.18	0.92	545	667	1	122	3240.1.1	3240	3240.1	3240.1.1	3240.1.1.None	NO_X_NAME	NO_H_NAME	Intramolecular chaperone domain in virus tail spike protein	Peptidase_S74	***  tail spike protein	***  tail fiber protein	RBP45	tailspike depolymerase with fiber-like elements		6.939e-11	496	3240.1.1:Intramolecular chaperone domain in virus tail spike protein	LIT_101_KL13	Podovirus
LIT_101_KL13_PROTEIN_9	668	184924	437	0.54	0.79	8	369	23	367	207.2.1.27	207	207.2	207.2.1	207.2.1.27	Single-stranded right-handed beta-helix	NO_H_NAME	Pectin lyase-like	Pectate_lyase_3	***  tail spike protein	***  tail fiber protein	RBP45	tailspike depolymerase with fiber-like elements		7.146e-08	222	207.2.1:Pectin lyase-like	LIT_101_KL13	Podovirus
LIT_102_KL22KL37_PROTEIN_10	648	1954233	89	0.14	1.0	141	229	1	89	11.21.1.4	11	11.21	11.21.1	11.21.1.4	Immunoglobulin-like beta-sandwich	NO_H_NAME	Ig-like domain in tailspike protein	EUF07793	***  tail fiber protein	***  tail spike protein	RBP14	tailspike depolymerase		0.0007683	166	11.21.1:Ig-like domain in tailspike protein	LIT_102_KL22KL37	Podovirus
LIT_102_KL22KL37_PROTEIN_9	510	198885	374	0.66	1.0	31	366	3	375	207.2.1.83	207	207.2	207.2.1	207.2.1.83	Single-stranded right-handed beta-helix	NO_H_NAME	Pectin lyase-like	Glyco_hydro_120	***  tail fiber protein	***  minor tail protein	RBP8	tailspike depolymerase		2.933e-07	233	207.2.1:Pectin lyase-like	LIT_102_KL22KL37	Podovirus
LIT_103_KL28KL69_PROTEIN_24	894	1679989	276	0.31	1.0	486	763	1	277	79.1.1	79	79.1	79.1.1	79.1.1.None	NO_X_NAME	NO_H_NAME	Phage tail fiber protein trimerization domain	EUF07874	***  tail fiber protein	***  tail spike protein	RBP105	L-shaped tail fiber-like		8.492e-40	1790	79.1.1:Phage tail fiber protein trimerization domain	LIT_103_KL28KL69	Siphovirus
LIT_103_KL28KL69_PROTEIN_24	894	1679987	132	0.15	0.95	763	894	1	125	3240.1.1	3240	3240.1	3240.1.1	3240.1.1.None	NO_X_NAME	NO_H_NAME	Intramolecular chaperone domain in virus tail spike protein	Peptidase_S74	***  tail fiber protein	***  tail spike protein	RBP105	L-shaped tail fiber-like		4.772e-18	840	3240.1.1:Intramolecular chaperone domain in virus tail spike protein	LIT_103_KL28KL69	Siphovirus
LIT_104_KL2_PROTEIN_24	763	2409669	376	0.51	0.99	208	595	1	371	207.2.1.119	207	207.2	207.2.1	207.2.1.119	Single-stranded right-handed beta-helix	NO_H_NAME	Pectin lyase-like	UNK_F_TYPE	***  tail fiber protein	***  EPS depolymerase	RBP18	tailspike depolymerase		2.823e-14	575	207.2.1:Pectin lyase-like	LIT_104_KL2	Siphovirus
LIT_104_KL2_PROTEIN_24	763	2409668	163	0.21	0.94	606	763	10	163	10.1.2.16	10	10.1	10.1.2	10.1.2.16	jelly-roll	Concanavalin A-like	Galactose-binding domain-like	CBM_4_9	***  tail fiber protein	***  EPS depolymerase	RBP18	tailspike depolymerase		1.994e-08	350	10.1.2:Galactose-binding domain-like	LIT_104_KL2	Siphovirus
LIT_105_KL63_PROTEIN_22	883	2491347	88	0.07	0.7	197	258	27	88	3856.1.2.4	3856	3856.1	3856.1.2	3856.1.2.4	NO_X_NAME	NO_H_NAME	tailspike protein Orf211 N-terminal domain	UNK_F_TYPE	***  tail fiber protein	***  EPS depolymerase	RBP38	tailspike depolymerase		0.0006323	234	3856.1.2:tailspike protein Orf211 N-terminal domain	LIT_105_KL63	Siphovirus
LIT_105_KL63_PROTEIN_22	883	1093	228	0.18	0.89	724	879	25	226	10.1.1.1	10	10.1	10.1.1	10.1.1.1	jelly-roll	Concanavalin A-like	Concanavalin A-like lectins/glucanases	Alginate_lyase2	***  tail fiber protein	***  EPS depolymerase	RBP38	tailspike depolymerase		0.0003865	114	10.1.1:Concanavalin A-like lectins/glucanases	LIT_105_KL63	Siphovirus
LIT_106_KL38_PROTEIN_24	1171	2409669	376	0.37	0.84	205	635	2	318	207.2.1.119	207	207.2	207.2.1	207.2.1.119	Single-stranded right-handed beta-helix	NO_H_NAME	Pectin lyase-like	UNK_F_TYPE	-    tail fiber protein	**   tail protein	RBP37	tailspike depolymerase with fiber-like elements		0.0005712	103	207.2.1:Pectin lyase-like	LIT_106_KL38	Siphovirus
LIT_107_KL64_PROTEIN_24	952	1714446	470	0.66	0.94	183	812	7	448	207.2.1.28	207	207.2	207.2.1	207.2.1.28	Single-stranded right-handed beta-helix	NO_H_NAME	Pectin lyase-like	Glyco_hydro_28	***  tail fiber protein	***  tail spike protein	RBP19	tailspike depolymerase		4.171e-05	100	207.2.1:Pectin lyase-like	LIT_107_KL64	Siphovirus
LIT_109_KL2_PROTEIN_23	907	2409669	376	0.5	0.97	201	652	1	365	207.2.1.119	207	207.2	207.2.1	207.2.1.119	Single-stranded right-handed beta-helix	NO_H_NAME	Pectin lyase-like	UNK_F_TYPE	***  tail fiber protein	***  EPS depolymerase	RBP106	tailspike depolymerase		2.049e-08	247	207.2.1:Pectin lyase-like	LIT_109_KL2	Siphovirus
LIT_110_KL6KL7_PROTEIN_23	870	1714446	470	0.45	0.63	183	577	7	300	207.2.1.28	207	207.2	207.2.1	207.2.1.28	Single-stranded right-handed beta-helix	NO_H_NAME	Pectin lyase-like	Glyco_hydro_28	***  tail fiber protein	***  tail protein	RBP107	tailspike depolymerase		4.806e-05	102	207.2.1:Pectin lyase-like	LIT_110_KL6KL7	Siphovirus
LIT_111_KL2_PROTEIN_23	907	2491358	451	0.5	0.9	200	652	3	407	207.2.1.118	207	207.2	207.2.1	207.2.1.118	Single-stranded right-handed beta-helix	NO_H_NAME	Pectin lyase-like	UNK_F_TYPE	***  tail fiber protein	***  EPS depolymerase	RBP106	tailspike depolymerase		7.105e-09	287	207.2.1:Pectin lyase-like	LIT_111_KL2	Siphovirus
LIT_112_KL53_PROTEIN_24	852	2491358	451	0.61	0.97	200	715	1	439	207.2.1.118	207	207.2	207.2.1	207.2.1.118	Single-stranded right-handed beta-helix	NO_H_NAME	Pectin lyase-like	UNK_F_TYPE	***  tail fiber protein	***  EPS depolymerase	RBP10	tailspike depolymerase		9.92e-05	120	207.2.1:Pectin lyase-like	LIT_112_KL53	Siphovirus
LIT_113_KL46_PROTEIN_23	927	1548126	153	0.17	0.94	767	927	6	149	3240.1.1	3240	3240.1	3240.1.1	3240.1.1.None	NO_X_NAME	NO_H_NAME	Intramolecular chaperone domain in virus tail spike protein	Peptidase_S74	***  tail spike protein	***  tail fiber protein	RBP108	tailspike depolymerase with fiber-like elements		8.278e-09	343	3240.1.1:Intramolecular chaperone domain in virus tail spike protein	LIT_113_KL46	Siphovirus
LIT_113_KL46_PROTEIN_23	927	2491363	452	0.46	0.96	210	632	14	446	207.2.1.111	207	207.2	207.2.1	207.2.1.111	Single-stranded right-handed beta-helix	NO_H_NAME	Pectin lyase-like	Pectate_lyase_3,Glyco_hydro_120	***  tail spike protein	***  tail fiber protein	RBP108	tailspike depolymerase with fiber-like elements		0.0007236	67	207.2.1:Pectin lyase-like	LIT_113_KL46	Siphovirus
LIT_114_KL54_PROTEIN_23	729	184984	515	0.6	0.9	182	620	3	464	207.2.1.28	207	207.2	207.2.1	207.2.1.28	Single-stranded right-handed beta-helix	NO_H_NAME	Pectin lyase-like	Glyco_hydro_28	***  tail fiber protein	*    tail protein	RBP109	tailspike depolymerase		1.017e-06	197	207.2.1:Pectin lyase-like	LIT_114_KL54	Siphovirus
LIT_116_KL31KL37_PROTEIN_25	892	1679989	276	0.31	1.0	485	761	1	277	79.1.1	79	79.1	79.1.1	79.1.1.None	NO_X_NAME	NO_H_NAME	Phage tail fiber protein trimerization domain	EUF07874	***  tail fiber protein	***  tail spike protein	RBP105	L-shaped tail fiber-like		4.293e-44	1972	79.1.1:Phage tail fiber protein trimerization domain	LIT_116_KL31KL37	Siphovirus
LIT_116_KL31KL37_PROTEIN_25	892	1679987	132	0.15	0.95	761	892	1	125	3240.1.1	3240	3240.1	3240.1.1	3240.1.1.None	NO_X_NAME	NO_H_NAME	Intramolecular chaperone domain in virus tail spike protein	Peptidase_S74	***  tail fiber protein	***  tail spike protein	RBP105	L-shaped tail fiber-like		9.968e-18	821	3240.1.1:Intramolecular chaperone domain in virus tail spike protein	LIT_116_KL31KL37	Siphovirus
LIT_117_Kn_PROTEIN_25	892	1679989	276	0.31	1.0	485	761	1	277	79.1.1	79	79.1	79.1.1	79.1.1.None	NO_X_NAME	NO_H_NAME	Phage tail fiber protein trimerization domain	EUF07874	***  tail fiber protein	***  tail spike protein	RBP105	L-shaped tail fiber-like		5.4900000000000004e-42	1887	79.1.1:Phage tail fiber protein trimerization domain	LIT_117_Kn	Siphovirus
LIT_117_Kn_PROTEIN_25	892	1679987	132	0.15	0.95	761	892	1	125	3240.1.1	3240	3240.1	3240.1.1	3240.1.1.None	NO_X_NAME	NO_H_NAME	Intramolecular chaperone domain in virus tail spike protein	Peptidase_S74	***  tail fiber protein	***  tail spike protein	RBP105	L-shaped tail fiber-like		6.69e-18	830	3240.1.1:Intramolecular chaperone domain in virus tail spike protein	LIT_117_Kn	Siphovirus
LIT_119_Kn_PROTEIN_25	894	1679989	276	0.31	1.0	486	763	1	277	79.1.1	79	79.1	79.1.1	79.1.1.None	NO_X_NAME	NO_H_NAME	Phage tail fiber protein trimerization domain	EUF07874	***  tail fiber protein	***  tail spike protein	RBP105	L-shaped tail fiber-like		2.496e-39	1786	79.1.1:Phage tail fiber protein trimerization domain	LIT_119_Kn	Siphovirus
LIT_119_Kn_PROTEIN_25	894	1679987	132	0.15	0.95	763	894	1	125	3240.1.1	3240	3240.1	3240.1.1	3240.1.1.None	NO_X_NAME	NO_H_NAME	Intramolecular chaperone domain in virus tail spike protein	Peptidase_S74	***  tail fiber protein	***  tail spike protein	RBP105	L-shaped tail fiber-like		1.376e-17	828	3240.1.1:Intramolecular chaperone domain in virus tail spike protein	LIT_119_Kn	Siphovirus
LIT_121_KL29KL62KL79_PROTEIN_25	634	2777478	138	0.18	0.88	511	626	14	134	3240.1.1.4	3240	3240.1	3240.1.1	3240.1.1.4	NO_X_NAME	NO_H_NAME	Intramolecular chaperone domain in virus tail spike protein	Peptidase_S74	***  tail fiber protein	***  baseplate wedge initiator	RBP111	TC15-like tail fiber in siphovirus - variant 2		0.0001245	173	3240.1.1:Intramolecular chaperone domain in virus tail spike protein	LIT_121_KL29KL62KL79	Siphovirus
LIT_122_Kn_PROTEIN_25	632	2777478	138	0.18	0.88	509	624	14	134	3240.1.1.4	3240	3240.1	3240.1.1	3240.1.1.4	NO_X_NAME	NO_H_NAME	Intramolecular chaperone domain in virus tail spike protein	Peptidase_S74	***  tail fiber protein	***  baseplate wedge initiator	RBP111	TC15-like tail fiber in siphovirus - variant 2		0.0002362	163	3240.1.1:Intramolecular chaperone domain in virus tail spike protein	LIT_122_Kn	Siphovirus
LIT_124_Kn_PROTEIN_24	405	2777478	138	0.25	0.82	304	404	15	127	3240.1.1.4	3240	3240.1	3240.1.1	3240.1.1.4	NO_X_NAME	NO_H_NAME	Intramolecular chaperone domain in virus tail spike protein	Peptidase_S74	***  tail fiber protein	***  baseplate wedge initiator	RBP113	TC7-like tail fiber		0.0004223	186	3240.1.1:Intramolecular chaperone domain in virus tail spike protein	LIT_124_Kn	Siphovirus
LIT_125_Kn_PROTEIN_24	430	2777478	138	0.27	0.91	314	429	10	134	3240.1.1.4	3240	3240.1	3240.1.1	3240.1.1.4	NO_X_NAME	NO_H_NAME	Intramolecular chaperone domain in virus tail spike protein	Peptidase_S74	***  tail fiber protein	***  baseplate wedge initiator	RBP114	TC7-like tail fiber		1.384e-06	248	3240.1.1:Intramolecular chaperone domain in virus tail spike protein	LIT_125_Kn	Siphovirus
LIT_127_Kn_PROTEIN_23	420	2777478	138	0.24	0.82	319	419	15	127	3240.1.1.4	3240	3240.1	3240.1.1	3240.1.1.4	NO_X_NAME	NO_H_NAME	Intramolecular chaperone domain in virus tail spike protein	Peptidase_S74	***  tail fiber protein	***  baseplate wedge initiator	RBP113	TC7-like tail fiber		0.0005739	180	3240.1.1:Intramolecular chaperone domain in virus tail spike protein	LIT_127_Kn	Siphovirus
LIT_128_KL10_PROTEIN_49	913	1098768	372	0.42	0.89	330	714	27	357	207.2.1.28	207	207.2	207.2.1	207.2.1.28	Single-stranded right-handed beta-helix	NO_H_NAME	Pectin lyase-like	Glyco_hydro_28	***  tail fiber protein	***  tail spike protein	RBP7	tailspike depolymerase		0.0008141	108	207.2.1:Pectin lyase-like	LIT_128_KL10	Podovirus
LIT_128_KL10_PROTEIN_50	512	2409668	163	0.25	0.8	383	511	33	163	10.1.2.16	10	10.1	10.1.2	10.1.2.16	jelly-roll	Concanavalin A-like	Galactose-binding domain-like	CBM_4_9	***  tail spike protein	*    tail fiber protein	RBP2	tailspike depolymerase		5.194e-06	244	10.1.2:Galactose-binding domain-like	LIT_128_KL10	Podovirus
LIT_128_KL10_PROTEIN_50	512	2409669	376	0.58	0.77	57	352	82	371	207.2.1.119	207	207.2	207.2.1	207.2.1.119	Single-stranded right-handed beta-helix	NO_H_NAME	Pectin lyase-like	UNK_F_TYPE	***  tail spike protein	*    tail fiber protein	RBP2	tailspike depolymerase		8.853e-05	189	207.2.1:Pectin lyase-like	LIT_128_KL10	Podovirus
LIT_130_KL17_PROTEIN_23	729	1395398	463	0.58	0.95	193	615	1	442	207.2.1.28	207	207.2	207.2.1	207.2.1.28	Single-stranded right-handed beta-helix	NO_H_NAME	Pectin lyase-like	Glyco_hydro_28	***  tail fiber protein	*    tail protein	RBP5	tailspike depolymerase		7.596e-06	178	207.2.1:Pectin lyase-like	LIT_130_KL17	Siphovirus
REC_001_Kn_PROTEIN_101	595	2491354	96	0.15	0.97	504	595	4	96	4182.1.1.3	4182	4182.1	4182.1.1	4182.1.1.3	Agglutinin HPA-like	NO_H_NAME	Agglutinin HPA-like	EUF07833	***  tail fiber protein	**   virion structural protein	RBP116	RaK2 gp98-like		1.315e-07	299	4182.1.1:Agglutinin HPA-like	REC_001_Kn	Jumbophage
REC_001_Kn_PROTEIN_556	736	2491361	131	0.17	0.99	610	733	2	131	5092.1.1.31	5092	5092.1	5092.1.1	5092.1.1.31	NO_X_NAME	NO_H_NAME	Domain in virus attachment proteins	UNK_F_TYPE	***  tail fiber protein	***  tail spike protein	RBP117	tailspike depolymerase with fiber-like elements		7.845e-05	185	5092.1.1:Domain in virus attachment proteins	REC_001_Kn	Jumbophage
REC_001_Kn_PROTEIN_556	736	1714446	470	0.63	1.0	91	556	3	470	207.2.1.28	207	207.2	207.2.1	207.2.1.28	Single-stranded right-handed beta-helix	NO_H_NAME	Pectin lyase-like	Glyco_hydro_28	***  tail fiber protein	***  tail spike protein	RBP117	tailspike depolymerase with fiber-like elements		2.835e-06	85	207.2.1:Pectin lyase-like	REC_001_Kn	Jumbophage
REC_001_Kn_PROTEIN_557	651	1388528	146	0.21	0.93	427	560	6	141	10.1.2.22	10	10.1	10.1.2	10.1.2.22	jelly-roll	Concanavalin A-like	Galactose-binding domain-like	Endotoxin_C	***  tail spike protein	***  tail fiber protein	RBP118	tailspike depolymerase		0.0002457	179	10.1.2:Galactose-binding domain-like	REC_001_Kn	Jumbophage
